"NBa7we src","d4r55","RfnDt","eaLgGf","fontBodyLarge","xRkPPb","qmhsmd","ARRgmb src","wiI7pd","w8nwRe","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","dSlJg 2","NlVald","fontTitleSmall","DZSIDd","wiI7pd 2","NlVald 2","w8nwRe 2","fontBodySmall 3","fontBodySmall 4","kyuRq 2"
"https://lh3.googleusercontent.com/a-/ALV-UjUDis6U_xQlWa2I_uGb81-NxhcG8zUo0qKJNJP44JZvMJypRncu=w50-h50-p-rp-mo-br100","Le Giang Nguyen","9 bài đánh giá · 6 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng rộng rãi, thoáng mát sạch sẽ, đầy đủ tiện nghi cần thiết như bếp, tivi, bồn tắm, quầy bar.... Rất phù hợp cho cả đi công tác và du lịch với con nhỏ. …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","2 năm trước","Kính gửi bà Lê Giang Nguyễn,

Lời chào từ Khách sạn & Căn hộ Oakwood Sài Gòn! …","","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjXqkHtR4salO2AdBehs_961r53Zl_oDebqUw19jPDFAvGXM762E=w50-h50-p-rp-mo-ba12-br100","Thiên Kim Nguyễn","Local Guide · 133 bài đánh giá · 433 ảnh","","5/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Mọi điểm mình đều thấy rất tốt. Từ nhân viên dưới sảnh rất chuyên nghiệp hỗ trợ vali mang lên phòng. Khi tới cọc 1triệu mình thấy ok. Mình đi intercon toàn cọc 5tr. Phòng ốc sạch và thơm. Đồ supplies của hãng La Bottega 5* rất tốt. Ăn sáng view đẹp. Đồ ăn đơn giản nhưng rất okila. Mình sẽ quay lại lần tới","","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","3 năm trước","Kính gửi bà Thiên Kim Nguyễn,

Lời chào từ Khách sạn & Căn hộ Oakwood Sài Gòn! …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocKMeFjqMzD-tQkiuDLi-oLluucCLCnN7hcJ3N-TKc082NtaIA=w50-h50-p-rp-mo-ba12-br100","Tín Quang","Local Guide · 47 bài đánh giá · 269 ảnh","","4/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Căn hộ studio rộng rãi và tiện nghi.
Giá cả tốt so với cơ sở vật chất.
Sảnh có quầy cà phê đẹp. …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","3 năm trước","Kính gửi ông Tin Quang,

Lời chào từ Khách sạn & Căn hộ Oakwood Sài Gòn! …","","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjUCFbmIBPzE0CKdxD5npBbLOtUQ6z-kDNyqQt-fD-Tc5CAWWjfVjQ=w50-h50-p-rp-mo-ba12-br100","Hang Truong","Local Guide · 10 bài đánh giá · 16 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Lần đầu mình trải nghiệm ở đây, không gian phòng rộng rãi, đầy đủ tiện nghi. Các bạn nhân viên rất dễ thương và nhiệt tìnhhh","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi bà Hàng Trường,
Khách sạn & Căn hộ Oakwood Sài Gòn xin gửi lời chào trân trọng nhất. Cảm ơn bà đã dành thời gian viết thư và đánh giá cho chúng tôi. Chúng tôi rất vui mừng vì …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjUEamLNOl3NoMNgunKn9ctiLbmY7Ds-UFUIvlp-rX-_uyfFSfA4=w50-h50-p-rp-mo-br100","Tường Bùi Ngọc Cát","3 bài đánh giá · 3 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng ốc rộng rãi, yên tĩnh. Có nhà hàng ăn sáng ok. Trải nghiệm tuyệt vời cho 02 người","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Tường Bùi Ngọc Cát,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn quý khách đã dành thời gian đánh giá và viết nhận xét này cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocLgZeLSsoXmsi-ftd2uvXYw2RC9Ya97_P2-nqKCVH2OJ05Rlg=w50-h50-p-rp-mo-br100","do khac thanh","3 bài đánh giá · 2 ảnh","","4/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nhân viên nhiệt tình đặc biệt có bạn nguyên nv sảnh bê hành lý rất nhiệt tình
Khách sạn sạch sẽ sảnh đẹp
Nhược điểm tivi đời cũ không phải smart tivi
Wifi kém","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","2 năm trước","Kính gửi ông Đỗ Khắc Thanh,

Lời chào từ Khách sạn & Căn hộ Oakwood Sài Gòn! …","","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocLeaUH1U1nQGbx10SiuhOu5aa-woVYbhci2Jha7iGjzh8wgYg=w50-h50-p-rp-mo-br100","Hoa Nguyễn","1 bài đánh giá","","5/5","Thời gian chỉnh sửa: một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Khách sạn quá tuyêt vời . Nhăn vien thân thien dễ thuong, nhiêt tình, phòng sach  thơm. View đẹp","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Hoa Nguyễn,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjWzg1u_CYuG-ysS3m2xkc2d9vWXIWX0pzqQk1gjaQQx9F1f5YD1=w50-h50-p-rp-mo-br100","Hân Nguyễn","4 bài đánh giá · 5 ảnh","","5/5","10 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Một trải nghiệm tuyệt vời tại khách sạn, nhân viên rất tốt, chuyên nghiệp","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","10 tháng trước","Chào Hân Nguyễn,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjUloZrL9L9IumFFzKOxGtFPkBZ6itUNzh66fazGY3s6EfbnZbIJFQ=w50-h50-p-rp-mo-ba12-br100","Hang Bui","Local Guide · 306 bài đánh giá · 700 ảnh","","4/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng được dọn dẹp gọn gàng, sạch sẽ. Các phòng sẽ được dọn dẹp hàng ngày.
Nhân viên làm thủ tục check in check out nhanh chóng.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","3 năm trước","Kính gửi bà Hàng Bùi,

Lời chào từ Khách sạn & Căn hộ Oakwood Sài Gòn! …","","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjXR07Ge_CdjXlMWYp37h_4lYAdOlZe20hBY_OV_mW3MGskoGtjj=w50-h50-p-rp-mo-br100","Hạnh Đinh","9 bài đánh giá · 12 ảnh","","5/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Vô tình thấy ks trên maps, đọc bình luận thấy mn rì viu tốt, lại gần landmark nên book thử
Phòng căn hộ đầy đủ bếp núc, tiện nghi , bồn tắm, view đẹp, giường nằm rất thích …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","3 năm trước","Kính gửi bà Hạnh Dinh,

Lời chào từ Khách sạn & Căn hộ Oakwood Sài Gòn! …","","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjX1bUey4wz0wQmqFTlVKMfWyU_4OiZeyeFpDWxkoLnswEX2OGo=w50-h50-p-rp-mo-br100","Quyen Nguyen","1 bài đánh giá","","5/5","Thời gian chỉnh sửa: một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nhân viên thân thiện 💕. Phòng sạch sẽ, thoáng đãng. View có thể ngắm pháo hoa …","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","Thời gian chỉnh sửa: một năm trước","Kính gửi cô Quyên,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn cô rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho chúng …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjVbJvdJFxue5r930PvG6dsJjI5ioCUCeabiyeykBTt_byeYlN0=w50-h50-p-rp-mo-ba12-br100","MÁY THÊU VI TÍNH SWF SUNSTAR","Local Guide · 71 bài đánh giá · 69 ảnh","","5/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","bên ngoài ko đẹp mắt nhưng bên trong sạch sẽ và thơm tho, thiết kế phòng cũng rất khoa học, giường thỏa mái êm ái","","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","3 năm trước","Kính gửi quý khách,

Lời chào từ Khách sạn & Căn hộ Oakwood Sài Gòn! …","","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjVeyu1g5F4yDCekgU31chXJ7u6KW6B34-09-Ww4O783EWFnyiM=w50-h50-p-rp-mo-br100","thuận nguyễn","1 bài đánh giá · 1 ảnh","","5/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Hài lòng. Phòng rộng, sạch sẽ và đẹp, đặc biệt là khu vực sảnh. Nhân viên thân thiện và hỗ trợ khách mang hành lí lên phòng. Ks gần khu vực Thảo Điền và Quận 1 nên tiện di chuyển.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","3 năm trước","Kính gửi ông Thuận Nguyễn,

Chúng tôi rất vui mừng khi biết ông đã có một kỳ nghỉ tuyệt vời tại Khách sạn & …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocKdCD6Am0vEeV0-Z6-tk8xeNsS1ozmgVe_udDMM3kl_9Fd6Pw=w50-h50-p-rp-mo-br100","Phuong Nguyen","2 bài đánh giá · 1 ảnh","","5/5","Thời gian chỉnh sửa: 9 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng ốc sạch sẽ, vị trí thuận lợi, nhân viên nhiệt tình vui vẻ mình sẽ quay lại","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi bà Phương Nguyễn,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bà rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho chúng …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocI9SBByEflGthI0S-_62MP8VMATjJBaananabZWiSB_UzhY-Q=w50-h50-p-rp-mo-br100","Hanh Thuc","1 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Lễ tân thân thiện, phục vụ tốt
Phòng sạch sẽ, thoáng mát
Lần sau mình sẽ tiếp tục sử dụng dịch vụ của Oakwood","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi bà Hạnh Thức,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bà đã dành thời gian đánh giá và viết nhận xét cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocIIKNTpxQBWggjb4mfFJZjadjgz5x5EsoWg4G5vpWb-OfXeVQ=w50-h50-p-rp-mo-br100","Thuận Đoàn","4 bài đánh giá","","5/5","6 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Rất tuyệtt , một nơi lý tưởng","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","6 tháng trước","Kính gửi Thuận Đoàn,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn quý khách đã dành thời gian đánh giá và viết nhận xét này cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjUNP4hsfEjcmnAnw13PlHg9XkBodbHf-OiIzJbpx3KMbIT6HP2T=w50-h50-p-rp-mo-ba12-br100","Kỳ Trân Trần","Local Guide · 116 bài đánh giá · 55 ảnh","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng quá đẹp, cực kỳ sạch sẽ.
Các bạn nhân viên quá nhiệt tình luôn. Cảm ơn bạn Nguyên và các bạn lễ tân. Rất ok luôn.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","2 năm trước","Kính gửi bà Kỳ Trần Trần,

Lời chào từ Khách sạn & Căn hộ Oakwood Sài Gòn! …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocICMxKIuMWsMNwGtWJZ23LEpyccv-b_N8NnAJ2Na07gDfSAPA=w50-h50-p-rp-mo-br100","Pham Linh","4 bài đánh giá · 6 ảnh","","5/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng rộng rãi, view sông khá đẹp
Nhân viên thân thiện nhiệt tình
Anh nhân viên hành lý tên Nguyên rất nhiệt tình hỗ trợ","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","3 năm trước","Kính gửi ông/bà Phạm Linh,

Lời chào từ Khách sạn & Căn hộ Oakwood Sài Gòn! …","","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjX5BZ5E2uJcS9lwVqj9g44iGCIa4i-jMw1dw0PtNBbQRAxskJg=w50-h50-p-rp-mo-br100","Hương Nguyễn","1 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nhân viên thân thiện, dễ thương. Ở sảnh và phòng mùi rất thơm dễ chịu.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Thân gửi Hương Nguyễn,
Lời chào trân trọng từ Oakwood Hotel & Apartments Saigon,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết bài nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjXBHk8UyKjG2fk3erZAkrrl7O5NIUgPHKsGxMTLUc1LmXIiUfDR=w50-h50-p-rp-mo-ba12-br100","Nhàn Nguyễn","Local Guide · 103 bài đánh giá · 350 ảnh","","5/5","một tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","5 sao","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một tháng trước","Kính gửi Nhà Nguyễn,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjXgLWVvUt41NuEjjqSpkSX_Z4kR0JTyub-58EsFWo0ThL-A796T=w50-h50-p-rp-mo-br100","Trần Kiệt","4 bài đánh giá · 1 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Một nơi quá tuyệt vời để nghỉ dưỡng, rất đáng để mọi người lưu trú khi đến TP.HCM","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Johnny Trần,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjU53z9G5h4-L_tL4S9FOc6oOOws9AJMyx39itxBDReukEFOULPGUQ=w50-h50-p-rp-mo-br100","2838_Nguyễn Đình Trương","6 bài đánh giá · 1 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nhân viên dễ thương và thân thiện, phòng ốc sạch sẽ và rộng rãi.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi ông Nguyễn Đình Trương,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn ông rất nhiều vì đã dành thời gian đánh giá và viết nhận xét cho chúng …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocL7V5TuYmyZOIr6Qi6VISAI2vPtIG1sVd0gVHuvQezG-T-bqA=w50-h50-p-rp-mo-br100","Khang Nguyen","4 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng đẹp, thoải mái, nhân viên cũng nhiệt tình nửa.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi ông Khang,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn ông rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjXV_-QigcDJnL651dOd-XdXQVAm1w7atY9GQFzYH0TyASX3EeSA=w50-h50-p-rp-mo-ba12-br100","Hảo Bùi","Local Guide · 30 bài đánh giá · 64 ảnh","","5/5","6 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng rất thoải mái.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","6 tháng trước","Kính gửi Hảo Bùi,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn quý khách đã dành thời gian đánh giá và viết nhận xét này cho chúng tôi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocJnPgf_hMZ82cFg6qIemGet1XZAjUyzewmMKZyNx4cTta3GgzM=w50-h50-p-rp-mo-br100","Thanh Mai","2 bài đánh giá · 1 ảnh","","5/5","3 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Một trải nghiệm tuyệt vời. Nhân viên phục vụ rất tốt, luôn để ý từng yêu cầu của khách hàng.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","3 năm trước","Kính gửi bà Thanh Mai,

Trước hết, chúng tôi xin chân thành cảm ơn bà đã lựa chọn khách sạn chúng tôi …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjWc8KLFAplfZEpnv6iHE3C4wjm2Tjf80zaxar6lYgNz2U86nVU=w50-h50-p-rp-mo-br100","NGUYEN THI NGOC LINH","1 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Khách sạn đẹp, dịch vụ tốt, nhân viên thân thiện với khách hàng","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi cô Linh,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn cô rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho chúng …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocItyXk947Z6YHuacd60RIWr3E8MOlAMhpPd9XNcEs_S0CwFjg=w50-h50-p-rp-mo-ba12-br100","Ha Nguyen","Local Guide · 71 bài đánh giá · 83 ảnh","","3/5","5 tháng trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Dọn phòng ko kỹ.","","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","5 tháng trước","Kính gửi bà Hà Nguyên,

Cảm ơn bà đã dành thời gian chia sẻ phản hồi. …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocLY6qusHldsaaPW_RmTiAVXIKcCyXAKJYc4cl2Dr4xXGXg--g=w50-h50-p-rp-mo-br100","Hoàng Thị Hà 0041","3 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","ổn áp, phòng có view đẹp, có nhiều dịch vụ cần","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Hoàng Thị Hà,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocLiSsfN7Imvf4hHaXcucAJWjpi8suEDnkLCY6R51HE9-5v-rOQ=w50-h50-p-rp-mo-br100","Ntb Nguyen","2 bài đánh giá · 2 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","khách sạn ok quá chừng, nv nhiệt tình, có cơ hội mình sẽ ghé tiếp","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Thân gửi Ntb Nguyen,
Lời chào trân trọng từ Oakwood Hotel & Apartments Saigon,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết bài nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjXYkyxWxqcyG2rvk-TufOTVdWJv1iQGbBtgewQYWYaOBjSwaAQ=w50-h50-p-rp-mo-br100","Dự nguyễn","4 bài đánh giá · 1 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","nhân viên thân thiện, View Lanmark xịn, Người yêu mình thích ở đây,....","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi anh Du,
Khách sạn & Căn hộ Oakwood Sài Gòn xin gửi lời chào trân trọng nhất,
Cảm ơn anh rất nhiều vì đã dành thời gian đánh giá và viết bài nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocIl_0NLWuA5dFs2JXalcxD0OIr6p2L4DGX5s9fq3ZZbc4y95Q=w50-h50-p-rp-mo-br100","Hien Huynh","2 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng sạch sẽ, nhân viên thân thiện và nhiệt tình.","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Hiền Huỳnh,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a/ACg8ocKo4K2lEsfDTZjmLrfUNbVEfggZKmUzFzuXVIj1PXIAKPzlTA=w50-h50-p-rp-mo-br100","Vinh Bùi quốc","4 bài đánh giá","","5/5","2 năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Dịch vụ rất tốt. Các bạn nhân viên rất lễ phép và nhiệt tình","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","2 năm trước","Kính gửi ông Vinh,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn ông rất nhiều vì đã dành thời gian đánh giá và viết nhận xét tuyệt vời …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjVTbF3BKGu21AJtbxbLjtzrA_YnArMbOQG2lGzbgeJXBWsIG6Q=w50-h50-p-rp-mo-br100","Phúc Huỳnh","1 bài đánh giá","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nhiệt tình hỗ trợ, phòng sạch, thoáng mát, quản lí đẹp trai","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi ông Phuc,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Saigon,
Cảm ơn ông rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"https://lh3.googleusercontent.com/a-/ALV-UjXt79hEQM0yxEEv3qZ5nHiXEawP91bsHlHVDZCmzj5CpOQ5GqY=w50-h50-p-rp-mo-br100","Hai Hoang","3 bài đánh giá · 3 ảnh","","5/5","một năm trước trên","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Phòng rộng rãi đa dạng, dịch vụ nhanh và thân thiện","Xem thêm","","","","","","Chia sẻ","Thông tin phản hồi từ chủ sở hữu","một năm trước","Kính gửi Hải Hoàng,
Lời chào trân trọng từ Khách sạn & Căn hộ Oakwood Sài Gòn,
Cảm ơn bạn rất nhiều vì đã dành thời gian đánh giá và viết nhận xét này cho …","Thích","Xem thêm","Bản dịch của Google","・","Xem bản gốc (Tiếng Anh)"
"","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","Nhận phòng/Trả phòng","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
